,date,Temperature,Humidity,Light,CO2
177,04-02-2015 20:47,21.65,26.55,0,511
178,04-02-2015 20:48,21.6,26.5,0,514
179,04-02-2015 20:49,21.6,26.445,0,508
180,04-02-2015 20:50,21.6,26.4725,0,509.75
181,04-02-2015 20:51,21.6,26.445,0,508.75
182,04-02-2015 20:51,21.6,26.445,0,508.5
183,04-02-2015 20:53,21.6,26.39,0,507
184,04-02-2015 20:54,21.6,26.39,0,507
185,04-02-2015 20:55,21.6,26.39,0,503.5
186,04-02-2015 20:55,21.6,26.39,0,504
187,04-02-2015 20:57,21.6,26.39,0,504
188,04-02-2015 20:57,21.575,26.315,0,500.5
189,04-02-2015 20:58,21.6,26.29,0,500
190,04-02-2015 21:00,21.6,26.29,0,503.5
191,04-02-2015 21:01,21.55,26.245,0,503
192,04-02-2015 21:02,21.55,26.245,0,502.5
193,04-02-2015 21:03,21.5,26.2,0,502
194,04-02-2015 21:04,21.56666667,26.2,0,502
195,04-02-2015 21:04,21.5,26.2,0,502.5
196,04-02-2015 21:06,21.5,26.2,0,497
197,04-02-2015 21:07,21.5,26.15,0,501.5
198,04-02-2015 21:08,21.5,26.15,0,504
199,04-02-2015 21:08,21.5,26.1,0,501
200,04-02-2015 21:10,21.5,26.1,0,493.75
201,04-02-2015 21:10,21.5,26.1,0,500
202,04-02-2015 21:11,21.5,26.1,0,504.5
203,04-02-2015 21:13,21.5,26.05,0,504
204,04-02-2015 21:14,21.5,26.1,0,501
205,04-02-2015 21:15,21.5,26,0,499
206,04-02-2015 21:16,21.5,26,0,502
207,04-02-2015 21:16,21.5,26,0,503.5
208,04-02-2015 21:17,21.5,26,0,500.6666667
209,04-02-2015 21:19,21.5,26,0,493
210,04-02-2015 21:20,21.5,26,0,492.5
211,04-02-2015 21:21,21.5,26,0,493
212,04-02-2015 21:22,21.5,25.89,0,495.5
213,04-02-2015 21:23,21.5,26,0,492.6666667
214,04-02-2015 21:23,21.5,26,0,490
215,04-02-2015 21:24,21.5,25.92666667,0,493
216,04-02-2015 21:26,21.5,25.89,0,494.6666667
217,04-02-2015 21:27,21.5,25.89,0,496
218,04-02-2015 21:28,21.5,25.89,0,491
219,04-02-2015 21:29,21.5,25.84,0,490.5
220,04-02-2015 21:29,21.5,25.84,0,490
221,04-02-2015 21:30,21.5,25.89,0,491
222,04-02-2015 21:32,21.5,25.89,0,491.6666667
223,04-02-2015 21:33,21.5,25.89,0,493.5
224,04-02-2015 21:34,21.4725,25.865,0,493.75
225,04-02-2015 21:35,21.5,25.84,0,490
226,04-02-2015 21:36,21.5,25.79,0,488
227,04-02-2015 21:36,21.5,25.79,0,490
228,04-02-2015 21:38,21.5,25.79,0,487
229,04-02-2015 21:39,21.445,25.745,0,492.5
230,04-02-2015 21:40,21.445,25.745,0,493.5
231,04-02-2015 21:40,21.46333333,25.76,0,493.3333333
232,04-02-2015 21:42,21.445,25.745,0,488
233,04-02-2015 21:42,21.5,25.79,0,487.5
234,04-02-2015 21:43,21.42666667,25.73,0,485.3333333
235,04-02-2015 21:45,21.39,25.7,0,484
236,04-02-2015 21:46,21.39,25.7,0,489
237,04-02-2015 21:47,21.445,25.745,0,488
238,04-02-2015 21:48,21.5,25.79,0,493
239,04-02-2015 21:49,21.39,25.7,0,491
240,04-02-2015 21:49,21.445,25.745,0,488
241,04-02-2015 21:51,21.445,25.745,0,487.25
242,04-02-2015 21:52,21.39,25.7,0,489
243,04-02-2015 21:53,21.5,25.79,0,489
244,04-02-2015 21:53,21.39,25.7,0,486
245,04-02-2015 21:55,21.42666667,25.73,0,484.6666667
246,04-02-2015 21:55,21.39,25.7,0,485
247,04-02-2015 21:56,21.39,25.7,0,487
248,04-02-2015 21:58,21.39,25.7,0,492
249,04-02-2015 21:59,21.39,25.7,0,490.6666667
250,04-02-2015 22:00,21.39,25.7,0,488
251,04-02-2015 22:01,21.39,25.7,0,485.5
252,04-02-2015 22:01,21.39,25.7,0,486
253,04-02-2015 22:02,21.39,25.7,0,485.5
254,04-02-2015 22:04,21.39,25.7,0,486
255,04-02-2015 22:05,21.39,25.7,0,480
256,04-02-2015 22:06,21.39,25.7,0,481
257,04-02-2015 22:07,21.39,25.7,0,481.6666667
258,04-02-2015 22:08,21.39,25.7,0,485.5
259,04-02-2015 22:08,21.39,25.7,0,485
260,04-02-2015 22:09,21.39,25.7,0,473
261,04-02-2015 22:11,21.39,25.7,0,475
262,04-02-2015 22:12,21.39,25.7,0,486
263,04-02-2015 22:13,21.39,25.7,0,481.5
264,04-02-2015 22:14,21.39,25.7,0,483
265,04-02-2015 22:14,21.39,25.7,0,479
266,04-02-2015 22:15,21.39,25.7,0,479
267,04-02-2015 22:17,21.39,25.7,0,479
268,04-02-2015 22:18,21.34,25.7,0,479
269,04-02-2015 22:19,21.39,25.7,0,479
270,04-02-2015 22:20,21.39,25.7,0,477
271,04-02-2015 22:21,21.39,25.7,0,477.5
272,04-02-2015 22:21,21.29,25.7,0,477.5
273,04-02-2015 22:23,21.34,25.7,0,480
274,04-02-2015 22:24,21.29,25.7,0,480
275,04-02-2015 22:25,21.34,25.7,0,482
276,04-02-2015 22:25,21.32333333,25.7,0,480.3333333
277,04-02-2015 22:27,21.34,25.7,0,477.5
278,04-02-2015 22:27,21.29,25.7,0,476
279,04-02-2015 22:28,21.39,25.7,0,479
280,04-02-2015 22:30,21.39,25.7,0,471
281,04-02-2015 22:31,21.29,25.7,0,474
282,04-02-2015 22:32,21.29,25.7,0,477.5
283,04-02-2015 22:33,21.34,25.7,0,476
284,04-02-2015 22:34,21.29,25.7,0,474.25
285,04-02-2015 22:34,21.39,25.7,0,475
286,04-02-2015 22:36,21.29,25.7,0,476.5
287,04-02-2015 22:37,21.34,25.7,0,474.5
288,04-02-2015 22:38,21.29,25.7,0,478
289,04-02-2015 22:38,21.29,25.7,0,475.3333333
290,04-02-2015 22:40,21.29,25.7,0,477
291,04-02-2015 22:40,21.29,25.7,0,475.5
292,04-02-2015 22:41,21.29,25.7,0,477.5
293,04-02-2015 22:43,21.29,25.7,0,477.5
294,04-02-2015 22:44,21.29,25.7,0,478
295,04-02-2015 22:45,21.29,25.7,0,473.5
296,04-02-2015 22:46,21.29,25.7,0,472.5
297,04-02-2015 22:46,21.29,25.7,0,472
298,04-02-2015 22:47,21.29,25.7,0,469.5
299,04-02-2015 22:49,21.29,25.7,0,466.6666667
300,04-02-2015 22:50,21.29,25.7,0,467
301,04-02-2015 22:51,21.29,25.7,0,469.5
302,04-02-2015 22:52,21.2,25.6,0,469
303,04-02-2015 22:53,21.29,25.7,0,471
304,04-02-2015 22:53,21.29,25.7,0,469
305,04-02-2015 22:54,21.26,25.66666667,0,467.3333333
306,04-02-2015 22:56,21.245,25.65,0,471.5
307,04-02-2015 22:57,21.23,25.63333333,0,471.6666667
308,04-02-2015 22:58,21.29,25.7,0,475
309,04-02-2015 22:59,21.2,25.6,0,471
310,04-02-2015 22:59,21.2,25.6,0,471
311,04-02-2015 23:00,21.245,25.65,0,471
312,04-02-2015 23:02,21.245,25.65,0,474.5
313,04-02-2015 23:03,21.2,25.6,0,475.5
314,04-02-2015 23:04,21.2,25.6,0,474
315,04-02-2015 23:05,21.2,25.6,0,469
316,04-02-2015 23:06,21.2,25.6,0,474
317,04-02-2015 23:06,21.2,25.6,0,474
318,04-02-2015 23:08,21.2,25.6,0,468.5
319,04-02-2015 23:09,21.2,25.6,0,469.5
320,04-02-2015 23:10,21.2,25.6,0,472.5
321,04-02-2015 23:10,21.2,25.6,0,467.5
322,04-02-2015 23:12,21.2,25.6,0,469
323,04-02-2015 23:12,21.2,25.55,0,466.5
324,04-02-2015 23:13,21.2,25.5,0,469.5
325,04-02-2015 23:15,21.2,25.5,0,469
326,04-02-2015 23:16,21.2,25.5,0,467
327,04-02-2015 23:17,21.2,25.5,0,467.3333333
328,04-02-2015 23:18,21.2,25.5,0,467
329,04-02-2015 23:19,21.2,25.5,0,464.5
330,04-02-2015 23:19,21.2,25.445,0,466
331,04-02-2015 23:21,21.2,25.5,0,473
332,04-02-2015 23:22,21.2,25.39,0,475
333,04-02-2015 23:23,21.2,25.39,0,471
334,04-02-2015 23:23,21.2,25.39,0,470
335,04-02-2015 23:25,21.2,25.39,0,466.25
336,04-02-2015 23:25,21.2,25.39,0,467
337,04-02-2015 23:26,21.2,25.39,0,473
338,04-02-2015 23:28,21.2,25.39,0,468
339,04-02-2015 23:29,21.2,25.39,0,463
340,04-02-2015 23:30,21.2,25.39,0,466
341,04-02-2015 23:31,21.2,25.39,0,467
342,04-02-2015 23:31,21.2,25.29,0,468
343,04-02-2015 23:32,21.2,25.39,0,468
344,04-02-2015 23:34,21.2,25.29,0,468
345,04-02-2015 23:35,21.2,25.34,0,465.5
346,04-02-2015 23:36,21.2,25.39,0,464
347,04-02-2015 23:37,21.2,25.34,0,464.5
348,04-02-2015 23:38,21.2,25.29,0,465.6666667
349,04-02-2015 23:38,21.2,25.365,0,465.75
350,04-02-2015 23:39,21.2,25.39,0,464
351,04-02-2015 23:41,21.2,25.39,0,467
352,04-02-2015 23:42,21.15,25.39,0,466.5
353,04-02-2015 23:43,21.2,25.39,0,465
354,04-02-2015 23:44,21.2,25.39,0,462
355,04-02-2015 23:44,21.2,25.39,0,459.6666667
356,04-02-2015 23:45,21.2,25.29,0,458
357,04-02-2015 23:47,21.2,25.34,0,462.5
358,04-02-2015 23:48,21.2,25.29,0,467
359,04-02-2015 23:49,21.2,25.29,0,466.5
360,04-02-2015 23:50,21.2,25.29,0,463
361,04-02-2015 23:51,21.2,25.29,0,465
362,04-02-2015 23:51,21.2,25.29,0,463.25
363,04-02-2015 23:53,21.2,25.29,0,460
364,04-02-2015 23:54,21.2,25.29,0,457
365,04-02-2015 23:55,21.2,25.29,0,456
366,04-02-2015 23:55,21.245,25.245,0,454
367,04-02-2015 23:57,21.23,25.23,0,454
368,04-02-2015 23:57,21.29,25.29,0,458
369,04-02-2015 23:58,21.2,25.2,0,456
370,05-02-2015 00:00,21.245,25.245,0,456.5
371,05-02-2015 00:01,21.245,25.245,0,458.5
372,05-02-2015 00:02,21.26,25.26,0,459.6666667
373,05-02-2015 00:03,21.245,25.245,0,464
374,05-02-2015 00:04,21.245,25.2,0,465
375,05-02-2015 00:04,21.29,25.2,0,461
376,05-02-2015 00:06,21.245,25.2,0,458.5
377,05-02-2015 00:07,21.29,25.2,0,459
378,05-02-2015 00:08,21.29,25.2,0,451
379,05-02-2015 00:08,21.29,25.2,0,456
380,05-02-2015 00:10,21.29,25.2,0,463
381,05-02-2015 00:10,21.29,25.2,0,461.6666667
382,05-02-2015 00:11,21.29,25.2,0,458
383,05-02-2015 00:13,21.29,25.2,0,450
384,05-02-2015 00:14,21.29,25.2,0,457
385,05-02-2015 00:15,21.29,25.2,0,456
386,05-02-2015 00:16,21.29,25.2,0,456
387,05-02-2015 00:16,21.29,25.2,0,461
388,05-02-2015 00:17,21.29,25.2,0,463
389,05-02-2015 00:19,21.29,25.2,0,460
390,05-02-2015 00:20,21.29,25.2,0,456
391,05-02-2015 00:21,21.29,25.2,0,454.5
392,05-02-2015 00:22,21.29,25.2,0,448.5
393,05-02-2015 00:23,21.29,25.2,0,453.5
394,05-02-2015 00:23,21.29,25.2,0,454
395,05-02-2015 00:24,21.29,25.2,0,454
396,05-02-2015 00:26,21.29,25.245,0,450.5
397,05-02-2015 00:27,21.29,25.245,0,453
398,05-02-2015 00:28,21.2,25.2,0,457
399,05-02-2015 00:29,21.2,25.2,0,452.5
400,05-02-2015 00:29,21.2,25.2,0,449
401,05-02-2015 00:30,21.2,25.2,0,458.6666667
402,05-02-2015 00:32,21.2,25.2,0,454.5
403,05-02-2015 00:33,21.2,25.245,0,455.5
404,05-02-2015 00:34,21.2,25.245,0,453.5
405,05-02-2015 00:35,21.2,25.29,0,452
406,05-02-2015 00:36,21.2,25.29,0,451.5
407,05-02-2015 00:36,21.2,25.29,0,451
408,05-02-2015 00:38,21.16666667,25.35666667,0,450.3333333
409,05-02-2015 00:39,21.16666667,25.39,0,450
410,05-02-2015 00:40,21.15,25.39,0,453.5
411,05-02-2015 00:40,21.1,25.39,0,454
412,05-02-2015 00:42,21.15,25.39,0,452.5
413,05-02-2015 00:42,21.1,25.39,0,454
414,05-02-2015 00:43,21.1,25.39,0,457
415,05-02-2015 00:45,21.1,25.46333333,0,450.3333333
416,05-02-2015 00:46,21.1,25.5,0,451
417,05-02-2015 00:47,21.1,25.5,0,451
418,05-02-2015 00:48,21.05,25.445,0,449
419,05-02-2015 00:49,21.1,25.5,0,449
420,05-02-2015 00:49,21.05,25.445,0,450
421,05-02-2015 00:51,21.05,25.445,0,449
422,05-02-2015 00:52,21.1,25.5,0,445
423,05-02-2015 00:53,21,25.39,0,443
424,05-02-2015 00:53,21.1,25.5,0,446.5
425,05-02-2015 00:55,21.1,25.5,0,446
426,05-02-2015 00:55,21.1,25.5,0,451.5
427,05-02-2015 00:56,21.1,25.39,0,445
428,05-02-2015 00:58,21.1,25.39,0,449
429,05-02-2015 00:59,21.1,25.39,0,451.6666667
430,05-02-2015 01:00,21.1,25.39,0,452
431,05-02-2015 01:01,21.1,25.39,0,451
432,05-02-2015 01:01,21.05,25.34,0,450
433,05-02-2015 01:02,21.1,25.39,0,450
434,05-02-2015 01:04,21.1,25.39,0,448
435,05-02-2015 01:05,21.1,25.39,0,450.6666667
436,05-02-2015 01:06,21.1,25.39,0,450
437,05-02-2015 01:07,21.15,25.39,0,446
438,05-02-2015 01:08,21.1,25.39,0,444
439,05-02-2015 01:08,21.125,25.39,0,447.5
440,05-02-2015 01:09,21.13333333,25.39,0,443.3333333
441,05-02-2015 01:11,21.1,25.34,0,443.5
442,05-02-2015 01:12,21.1,25.34,0,444
443,05-02-2015 01:13,21.15,25.34,0,449
444,05-02-2015 01:14,21.2,25.29,0,449.3333333
445,05-02-2015 01:14,21.15,25.29,0,448
446,05-02-2015 01:15,21.15,25.245,0,449.5
447,05-02-2015 01:17,21.2,25.245,0,450
448,05-02-2015 01:18,21.2,25.2,0,447
449,05-02-2015 01:19,21.2,25.2,0,446
450,05-02-2015 01:20,21.13333333,25.2,0,443
451,05-02-2015 01:21,21.16666667,25.2,0,444
452,05-02-2015 01:21,21.2,25.2,0,444.5
453,05-02-2015 01:23,21.2,25.2,0,445
454,05-02-2015 01:24,21.2,25.2,0,451
455,05-02-2015 01:25,21.2,25.2,0,450
456,05-02-2015 01:25,21.2,25.2,0,444
457,05-02-2015 01:27,21.2,25.2,0,443
458,05-02-2015 01:27,21.2,25.1,0,438.5
459,05-02-2015 01:28,21.2,25.1,0,441
460,05-02-2015 01:30,21.2,25.1,0,444
461,05-02-2015 01:31,21.2,25.15,0,441.5
462,05-02-2015 01:32,21.2,25.1,0,441
463,05-02-2015 01:33,21.2,25.1,0,439.5
464,05-02-2015 01:34,21.2,25.1,0,441
465,05-02-2015 01:34,21.2,25.1,0,442
466,05-02-2015 01:36,21.2,25.1,0,441
467,05-02-2015 01:37,21.2,25.1,0,436
468,05-02-2015 01:38,21.2,25.1,0,442.5
469,05-02-2015 01:38,21.2,25.1,0,446
470,05-02-2015 01:40,21.2,25.1,0,443
471,05-02-2015 01:40,21.2,25.1,0,437.5
472,05-02-2015 01:41,21.2,25.1,0,440.5
473,05-02-2015 01:43,21.2,25.05,0,439.5
474,05-02-2015 01:44,21.2,25,0,443
475,05-02-2015 01:45,21.2,25,0,443
476,05-02-2015 01:46,21.2,25,0,438.5
477,05-02-2015 01:46,21.2,25,0,438
478,05-02-2015 01:47,21.2,25,0,442.3333333
479,05-02-2015 01:49,21.2,25,0,448
480,05-02-2015 01:50,21.2,25.1,0,447.5
481,05-02-2015 01:51,21.125,25.1,0,445.75
482,05-02-2015 01:52,21.1,25,0,439
483,05-02-2015 01:53,21.1,25.1,0,440
484,05-02-2015 01:53,21.1,25.1,0,441.5
485,05-02-2015 01:54,21.1,25.06666667,0,439
486,05-02-2015 01:56,21.1,25,0,439
487,05-02-2015 01:57,21.1,25.1,0,437.5
488,05-02-2015 01:58,21.05,25.05,0,437.5
489,05-02-2015 01:59,21.1,25.1,0,439.3333333
490,05-02-2015 01:59,21.1,25.1,0,443
491,05-02-2015 02:00,21,25,0,440.5
492,05-02-2015 02:02,21,25,0,442.3333333
493,05-02-2015 02:03,21,25,0,440.6666667
494,05-02-2015 02:04,21,25,0,440
495,05-02-2015 02:05,21,25,0,439
496,05-02-2015 02:06,21,25,0,442
497,05-02-2015 02:06,21,25,0,443.5
498,05-02-2015 02:08,21,25,0,445
499,05-02-2015 02:09,21,25,0,445
500,05-02-2015 02:10,21,25.05,0,442.5
501,05-02-2015 02:10,21,25.1,0,440
502,05-02-2015 02:12,21,25,0,439.5
503,05-02-2015 02:12,21,25,0,438.5
504,05-02-2015 02:13,21,25,0,435
505,05-02-2015 02:15,21,25,0,439.5
506,05-02-2015 02:16,21,25,0,440.5
507,05-02-2015 02:17,21,25,0,439.5
508,05-02-2015 02:18,21,25,0,441
509,05-02-2015 02:19,21,25,0,442
510,05-02-2015 02:19,21,25,0,445
511,05-02-2015 02:21,21,25,0,444
512,05-02-2015 02:22,21,25,0,445
513,05-02-2015 02:23,21,24.89,0,444
514,05-02-2015 02:23,21,24.89,0,443
515,05-02-2015 02:25,21,24.89,0,448
516,05-02-2015 02:25,21.05,24.945,0,443
517,05-02-2015 02:26,21.05,24.945,0,440
518,05-02-2015 02:28,21,24.89,0,440
519,05-02-2015 02:29,21.03333333,24.92666667,0,441
520,05-02-2015 02:30,21.05,24.945,0,440.5
521,05-02-2015 02:31,21.05,24.945,0,444.5
522,05-02-2015 02:31,21.1,25,0,446
523,05-02-2015 02:32,21.05,24.945,0,442.5
524,05-02-2015 02:34,21,24.89,0,439
525,05-02-2015 02:35,21.1,24.89,0,441
526,05-02-2015 02:36,21.1,24.89,0,438.3333333
527,05-02-2015 02:37,21.03333333,24.89,0,439.5
528,05-02-2015 02:38,21.075,24.9725,0,440.75
529,05-02-2015 02:38,21.03333333,24.92666667,0,437
530,05-02-2015 02:39,21.1,24.945,0,440.5
531,05-02-2015 02:41,21.1,24.9175,0,442.25
532,05-02-2015 02:42,21.1,24.89,0,435
533,05-02-2015 02:43,21.1,24.89,0,435.5
534,05-02-2015 02:44,21.1,24.89,0,432
535,05-02-2015 02:44,21.1,24.89,0,439.5
536,05-02-2015 02:45,21.05,24.84,0,442.5
537,05-02-2015 02:47,21.1,24.89,0,438.5
538,05-02-2015 02:48,21.05,24.84,0,435.5
539,05-02-2015 02:49,21.06666667,24.85666667,0,437.3333333
540,05-02-2015 02:50,21.1,24.89,0,437
